WKT,id,left,top,right,bottom,GSR_mean
"MULTIPOLYGON (((-2728.0896 6718095.1596,-2678.0896 6718095.1596,-2678.0896 6718045.1596,-2728.0896 6718045.1596,-2728.0896 6718095.1596)))",1566,-2728.089599999999791,6718095.159599999897182,-2678.089599999999791,6718045.159599999897182,
"MULTIPOLYGON (((-2728.0896 6718045.1596,-2678.0896 6718045.1596,-2678.0896 6717995.1596,-2728.0896 6717995.1596,-2728.0896 6718045.1596)))",1567,-2728.089599999999791,6718045.159599999897182,-2678.089599999999791,6717995.159599999897182,
"MULTIPOLYGON (((-2728.0896 6717995.1596,-2678.0896 6717995.1596,-2678.0896 6717945.1596,-2728.0896 6717945.1596,-2728.0896 6717995.1596)))",1568,-2728.089599999999791,6717995.159599999897182,-2678.089599999999791,6717945.159599999897182,
"MULTIPOLYGON (((-2728.0896 6717945.1596,-2678.0896 6717945.1596,-2678.0896 6717895.1596,-2728.0896 6717895.1596,-2728.0896 6717945.1596)))",1569,-2728.089599999999791,6717945.159599999897182,-2678.089599999999791,6717895.159599999897182,348.259912
"MULTIPOLYGON (((-2728.0896 6717895.1596,-2678.0896 6717895.1596,-2678.0896 6717845.1596,-2728.0896 6717845.1596,-2728.0896 6717895.1596)))",1570,-2728.089599999999791,6717895.159599999897182,-2678.089599999999791,6717845.159599999897182,458.090909
"MULTIPOLYGON (((-2728.0896 6717845.1596,-2678.0896 6717845.1596,-2678.0896 6717795.1596,-2728.0896 6717795.1596,-2728.0896 6717845.1596)))",1571,-2728.089599999999791,6717845.159599999897182,-2678.089599999999791,6717795.159599999897182,299.121212
"MULTIPOLYGON (((-2728.0896 6717795.1596,-2678.0896 6717795.1596,-2678.0896 6717745.1596,-2728.0896 6717745.1596,-2728.0896 6717795.1596)))",1572,-2728.089599999999791,6717795.159599999897182,-2678.089599999999791,6717745.159599999897182,332.000000
"MULTIPOLYGON (((-2728.0896 6717745.1596,-2678.0896 6717745.1596,-2678.0896 6717695.1596,-2728.0896 6717695.1596,-2728.0896 6717745.1596)))",1573,-2728.089599999999791,6717745.159599999897182,-2678.089599999999791,6717695.159599999897182,
"MULTIPOLYGON (((-2728.0896 6717695.1596,-2678.0896 6717695.1596,-2678.0896 6717645.1596,-2728.0896 6717645.1596,-2728.0896 6717695.1596)))",1574,-2728.089599999999791,6717695.159599999897182,-2678.089599999999791,6717645.159599999897182,
"MULTIPOLYGON (((-2728.0896 6717645.1596,-2678.0896 6717645.1596,-2678.0896 6717595.1596,-2728.0896 6717595.1596,-2728.0896 6717645.1596)))",1575,-2728.089599999999791,6717645.159599999897182,-2678.089599999999791,6717595.159599999897182,
"MULTIPOLYGON (((-2728.0896 6717595.1596,-2678.0896 6717595.1596,-2678.0896 6717545.1596,-2728.0896 6717545.1596,-2728.0896 6717595.1596)))",1576,-2728.089599999999791,6717595.159599999897182,-2678.089599999999791,6717545.159599998965859,
"MULTIPOLYGON (((-2728.0896 6717545.1596,-2678.0896 6717545.1596,-2678.0896 6717495.1596,-2728.0896 6717495.1596,-2728.0896 6717545.1596)))",1577,-2728.089599999999791,6717545.159599998965859,-2678.089599999999791,6717495.159599999897182,320.500000
"MULTIPOLYGON (((-2728.0896 6717495.1596,-2678.0896 6717495.1596,-2678.0896 6717445.1596,-2728.0896 6717445.1596,-2728.0896 6717495.1596)))",1578,-2728.089599999999791,6717495.159599999897182,-2678.089599999999791,6717445.159599999897182,309.090909
"MULTIPOLYGON (((-2728.0896 6717445.1596,-2678.0896 6717445.1596,-2678.0896 6717395.1596,-2728.0896 6717395.1596,-2728.0896 6717445.1596)))",1579,-2728.089599999999791,6717445.159599999897182,-2678.089599999999791,6717395.159600000828505,
"MULTIPOLYGON (((-2728.0896 6717395.1596,-2678.0896 6717395.1596,-2678.0896 6717345.1596,-2728.0896 6717345.1596,-2728.0896 6717395.1596)))",1580,-2728.089599999999791,6717395.159600000828505,-2678.089599999999791,6717345.159599999897182,
"MULTIPOLYGON (((-2728.0896 6717345.1596,-2678.0896 6717345.1596,-2678.0896 6717295.1596,-2728.0896 6717295.1596,-2728.0896 6717345.1596)))",1581,-2728.089599999999791,6717345.159599999897182,-2678.089599999999791,6717295.159599999897182,
"MULTIPOLYGON (((-2728.0896 6717295.1596,-2678.0896 6717295.1596,-2678.0896 6717245.1596,-2728.0896 6717245.1596,-2728.0896 6717295.1596)))",1582,-2728.089599999999791,6717295.159599999897182,-2678.089599999999791,6717245.159599999897182,
"MULTIPOLYGON (((-2728.0896 6717245.1596,-2678.0896 6717245.1596,-2678.0896 6717195.1596,-2728.0896 6717195.1596,-2728.0896 6717245.1596)))",1583,-2728.089599999999791,6717245.159599999897182,-2678.089599999999791,6717195.159599999897182,
"MULTIPOLYGON (((-2728.0896 6717195.1596,-2678.0896 6717195.1596,-2678.0896 6717145.1596,-2728.0896 6717145.1596,-2728.0896 6717195.1596)))",1584,-2728.089599999999791,6717195.159599999897182,-2678.089599999999791,6717145.159599999897182,
"MULTIPOLYGON (((-2678.0896 6719545.1596,-2628.0896 6719545.1596,-2628.0896 6719495.1596,-2678.0896 6719495.1596,-2678.0896 6719545.1596)))",1585,-2678.089599999999791,6719545.159599999897182,-2628.089599999999791,6719495.159599999897182,
"MULTIPOLYGON (((-2678.0896 6719495.1596,-2628.0896 6719495.1596,-2628.0896 6719445.1596,-2678.0896 6719445.1596,-2678.0896 6719495.1596)))",1586,-2678.089599999999791,6719495.159599999897182,-2628.089599999999791,6719445.159599999897182,
"MULTIPOLYGON (((-2678.0896 6719445.1596,-2628.0896 6719445.1596,-2628.0896 6719395.1596,-2678.0896 6719395.1596,-2678.0896 6719445.1596)))",1587,-2678.089599999999791,6719445.159599999897182,-2628.089599999999791,6719395.159599999897182,
"MULTIPOLYGON (((-2678.0896 6719395.1596,-2628.0896 6719395.1596,-2628.0896 6719345.1596,-2678.0896 6719345.1596,-2678.0896 6719395.1596)))",1588,-2678.089599999999791,6719395.159599999897182,-2628.089599999999791,6719345.159599999897182,
"MULTIPOLYGON (((-2678.0896 6719345.1596,-2628.0896 6719345.1596,-2628.0896 6719295.1596,-2678.0896 6719295.1596,-2678.0896 6719345.1596)))",1589,-2678.089599999999791,6719345.159599999897182,-2628.089599999999791,6719295.159599999897182,
"MULTIPOLYGON (((-2678.0896 6719295.1596,-2628.0896 6719295.1596,-2628.0896 6719245.1596,-2678.0896 6719245.1596,-2678.0896 6719295.1596)))",1590,-2678.089599999999791,6719295.159599999897182,-2628.089599999999791,6719245.159599999897182,
"MULTIPOLYGON (((-2678.0896 6719245.1596,-2628.0896 6719245.1596,-2628.0896 6719195.1596,-2678.0896 6719195.1596,-2678.0896 6719245.1596)))",1591,-2678.089599999999791,6719245.159599999897182,-2628.089599999999791,6719195.159599999897182,
"MULTIPOLYGON (((-2678.0896 6719195.1596,-2628.0896 6719195.1596,-2628.0896 6719145.1596,-2678.0896 6719145.1596,-2678.0896 6719195.1596)))",1592,-2678.089599999999791,6719195.159599999897182,-2628.089599999999791,6719145.159599998965859,
"MULTIPOLYGON (((-2678.0896 6719145.1596,-2628.0896 6719145.1596,-2628.0896 6719095.1596,-2678.0896 6719095.1596,-2678.0896 6719145.1596)))",1593,-2678.089599999999791,6719145.159599998965859,-2628.089599999999791,6719095.159599999897182,
"MULTIPOLYGON (((-2678.0896 6719095.1596,-2628.0896 6719095.1596,-2628.0896 6719045.1596,-2678.0896 6719045.1596,-2678.0896 6719095.1596)))",1594,-2678.089599999999791,6719095.159599999897182,-2628.089599999999791,6719045.159599999897182,
"MULTIPOLYGON (((-2678.0896 6719045.1596,-2628.0896 6719045.1596,-2628.0896 6718995.1596,-2678.0896 6718995.1596,-2678.0896 6719045.1596)))",1595,-2678.089599999999791,6719045.159599999897182,-2628.089599999999791,6718995.159600000828505,
"MULTIPOLYGON (((-2678.0896 6718995.1596,-2628.0896 6718995.1596,-2628.0896 6718945.1596,-2678.0896 6718945.1596,-2678.0896 6718995.1596)))",1596,-2678.089599999999791,6718995.159600000828505,-2628.089599999999791,6718945.159599999897182,
"MULTIPOLYGON (((-2678.0896 6718945.1596,-2628.0896 6718945.1596,-2628.0896 6718895.1596,-2678.0896 6718895.1596,-2678.0896 6718945.1596)))",1597,-2678.089599999999791,6718945.159599999897182,-2628.089599999999791,6718895.159599999897182,
"MULTIPOLYGON (((-2678.0896 6718895.1596,-2628.0896 6718895.1596,-2628.0896 6718845.1596,-2678.0896 6718845.1596,-2678.0896 6718895.1596)))",1598,-2678.089599999999791,6718895.159599999897182,-2628.089599999999791,6718845.159599999897182,
"MULTIPOLYGON (((-2678.0896 6718845.1596,-2628.0896 6718845.1596,-2628.0896 6718795.1596,-2678.0896 6718795.1596,-2678.0896 6718845.1596)))",1599,-2678.089599999999791,6718845.159599999897182,-2628.089599999999791,6718795.159599999897182,
"MULTIPOLYGON (((-2678.0896 6718795.1596,-2628.0896 6718795.1596,-2628.0896 6718745.1596,-2678.0896 6718745.1596,-2678.0896 6718795.1596)))",1600,-2678.089599999999791,6718795.159599999897182,-2628.089599999999791,6718745.159599999897182,275.900000
"MULTIPOLYGON (((-2678.0896 6718745.1596,-2628.0896 6718745.1596,-2628.0896 6718695.1596,-2678.0896 6718695.1596,-2678.0896 6718745.1596)))",1601,-2678.089599999999791,6718745.159599999897182,-2628.089599999999791,6718695.159599999897182,273.500000
"MULTIPOLYGON (((-2678.0896 6718695.1596,-2628.0896 6718695.1596,-2628.0896 6718645.1596,-2678.0896 6718645.1596,-2678.0896 6718695.1596)))",1602,-2678.089599999999791,6718695.159599999897182,-2628.089599999999791,6718645.159599999897182,356.151786
"MULTIPOLYGON (((-2678.0896 6718645.1596,-2628.0896 6718645.1596,-2628.0896 6718595.1596,-2678.0896 6718595.1596,-2678.0896 6718645.1596)))",1603,-2678.089599999999791,6718645.159599999897182,-2628.089599999999791,6718595.159599999897182,276.500000
"MULTIPOLYGON (((-2678.0896 6718595.1596,-2628.0896 6718595.1596,-2628.0896 6718545.1596,-2678.0896 6718545.1596,-2678.0896 6718595.1596)))",1604,-2678.089599999999791,6718595.159599999897182,-2628.089599999999791,6718545.159599999897182,311.876923
"MULTIPOLYGON (((-2678.0896 6718545.1596,-2628.0896 6718545.1596,-2628.0896 6718495.1596,-2678.0896 6718495.1596,-2678.0896 6718545.1596)))",1605,-2678.089599999999791,6718545.159599999897182,-2628.089599999999791,6718495.159599999897182,323.516129
"MULTIPOLYGON (((-2678.0896 6718495.1596,-2628.0896 6718495.1596,-2628.0896 6718445.1596,-2678.0896 6718445.1596,-2678.0896 6718495.1596)))",1606,-2678.089599999999791,6718495.159599999897182,-2628.089599999999791,6718445.159599999897182,350.511842
"MULTIPOLYGON (((-2678.0896 6718445.1596,-2628.0896 6718445.1596,-2628.0896 6718395.1596,-2678.0896 6718395.1596,-2678.0896 6718445.1596)))",1607,-2678.089599999999791,6718445.159599999897182,-2628.089599999999791,6718395.159599999897182,314.222222
"MULTIPOLYGON (((-2678.0896 6718395.1596,-2628.0896 6718395.1596,-2628.0896 6718345.1596,-2678.0896 6718345.1596,-2678.0896 6718395.1596)))",1608,-2678.089599999999791,6718395.159599999897182,-2628.089599999999791,6718345.159599998965859,368.866667
"MULTIPOLYGON (((-2678.0896 6718345.1596,-2628.0896 6718345.1596,-2628.0896 6718295.1596,-2678.0896 6718295.1596,-2678.0896 6718345.1596)))",1609,-2678.089599999999791,6718345.159599998965859,-2628.089599999999791,6718295.159599999897182,
"MULTIPOLYGON (((-2678.0896 6718295.1596,-2628.0896 6718295.1596,-2628.0896 6718245.1596,-2678.0896 6718245.1596,-2678.0896 6718295.1596)))",1610,-2678.089599999999791,6718295.159599999897182,-2628.089599999999791,6718245.159599999897182,
"MULTIPOLYGON (((-2678.0896 6718245.1596,-2628.0896 6718245.1596,-2628.0896 6718195.1596,-2678.0896 6718195.1596,-2678.0896 6718245.1596)))",1611,-2678.089599999999791,6718245.159599999897182,-2628.089599999999791,6718195.159600000828505,
"MULTIPOLYGON (((-2678.0896 6718195.1596,-2628.0896 6718195.1596,-2628.0896 6718145.1596,-2678.0896 6718145.1596,-2678.0896 6718195.1596)))",1612,-2678.089599999999791,6718195.159600000828505,-2628.089599999999791,6718145.159599999897182,335.192308
"MULTIPOLYGON (((-2678.0896 6718145.1596,-2628.0896 6718145.1596,-2628.0896 6718095.1596,-2678.0896 6718095.1596,-2678.0896 6718145.1596)))",1613,-2678.089599999999791,6718145.159599999897182,-2628.089599999999791,6718095.159599999897182,
"MULTIPOLYGON (((-2678.0896 6718095.1596,-2628.0896 6718095.1596,-2628.0896 6718045.1596,-2678.0896 6718045.1596,-2678.0896 6718095.1596)))",1614,-2678.089599999999791,6718095.159599999897182,-2628.089599999999791,6718045.159599999897182,
"MULTIPOLYGON (((-2678.0896 6718045.1596,-2628.0896 6718045.1596,-2628.0896 6717995.1596,-2678.0896 6717995.1596,-2678.0896 6718045.1596)))",1615,-2678.089599999999791,6718045.159599999897182,-2628.089599999999791,6717995.159599999897182,
"MULTIPOLYGON (((-2678.0896 6717995.1596,-2628.0896 6717995.1596,-2628.0896 6717945.1596,-2678.0896 6717945.1596,-2678.0896 6717995.1596)))",1616,-2678.089599999999791,6717995.159599999897182,-2628.089599999999791,6717945.159599999897182,
"MULTIPOLYGON (((-2678.0896 6717945.1596,-2628.0896 6717945.1596,-2628.0896 6717895.1596,-2678.0896 6717895.1596,-2678.0896 6717945.1596)))",1617,-2678.089599999999791,6717945.159599999897182,-2628.089599999999791,6717895.159599999897182,357.081731
"MULTIPOLYGON (((-2678.0896 6717895.1596,-2628.0896 6717895.1596,-2628.0896 6717845.1596,-2678.0896 6717845.1596,-2678.0896 6717895.1596)))",1618,-2678.089599999999791,6717895.159599999897182,-2628.089599999999791,6717845.159599999897182,376.296296
"MULTIPOLYGON (((-2678.0896 6717845.1596,-2628.0896 6717845.1596,-2628.0896 6717795.1596,-2678.0896 6717795.1596,-2678.0896 6717845.1596)))",1619,-2678.089599999999791,6717845.159599999897182,-2628.089599999999791,6717795.159599999897182,304.493878
"MULTIPOLYGON (((-2678.0896 6717795.1596,-2628.0896 6717795.1596,-2628.0896 6717745.1596,-2678.0896 6717745.1596,-2678.0896 6717795.1596)))",1620,-2678.089599999999791,6717795.159599999897182,-2628.089599999999791,6717745.159599999897182,
"MULTIPOLYGON (((-2678.0896 6717745.1596,-2628.0896 6717745.1596,-2628.0896 6717695.1596,-2678.0896 6717695.1596,-2678.0896 6717745.1596)))",1621,-2678.089599999999791,6717745.159599999897182,-2628.089599999999791,6717695.159599999897182,
"MULTIPOLYGON (((-2678.0896 6717695.1596,-2628.0896 6717695.1596,-2628.0896 6717645.1596,-2678.0896 6717645.1596,-2678.0896 6717695.1596)))",1622,-2678.089599999999791,6717695.159599999897182,-2628.089599999999791,6717645.159599999897182,
"MULTIPOLYGON (((-2678.0896 6717645.1596,-2628.0896 6717645.1596,-2628.0896 6717595.1596,-2678.0896 6717595.1596,-2678.0896 6717645.1596)))",1623,-2678.089599999999791,6717645.159599999897182,-2628.089599999999791,6717595.159599999897182,
"MULTIPOLYGON (((-2678.0896 6717595.1596,-2628.0896 6717595.1596,-2628.0896 6717545.1596,-2678.0896 6717545.1596,-2678.0896 6717595.1596)))",1624,-2678.089599999999791,6717595.159599999897182,-2628.089599999999791,6717545.159599998965859,310.562500
"MULTIPOLYGON (((-2678.0896 6717545.1596,-2628.0896 6717545.1596,-2628.0896 6717495.1596,-2678.0896 6717495.1596,-2678.0896 6717545.1596)))",1625,-2678.089599999999791,6717545.159599998965859,-2628.089599999999791,6717495.159599999897182,312.636364
"MULTIPOLYGON (((-2678.0896 6717495.1596,-2628.0896 6717495.1596,-2628.0896 6717445.1596,-2678.0896 6717445.1596,-2678.0896 6717495.1596)))",1626,-2678.089599999999791,6717495.159599999897182,-2628.089599999999791,6717445.159599999897182,
"MULTIPOLYGON (((-2678.0896 6717445.1596,-2628.0896 6717445.1596,-2628.0896 6717395.1596,-2678.0896 6717395.1596,-2678.0896 6717445.1596)))",1627,-2678.089599999999791,6717445.159599999897182,-2628.089599999999791,6717395.159600000828505,
"MULTIPOLYGON (((-2678.0896 6717395.1596,-2628.0896 6717395.1596,-2628.0896 6717345.1596,-2678.0896 6717345.1596,-2678.0896 6717395.1596)))",1628,-2678.089599999999791,6717395.159600000828505,-2628.089599999999791,6717345.159599999897182,
"MULTIPOLYGON (((-2678.0896 6717345.1596,-2628.0896 6717345.1596,-2628.0896 6717295.1596,-2678.0896 6717295.1596,-2678.0896 6717345.1596)))",1629,-2678.089599999999791,6717345.159599999897182,-2628.089599999999791,6717295.159599999897182,
"MULTIPOLYGON (((-2678.0896 6717295.1596,-2628.0896 6717295.1596,-2628.0896 6717245.1596,-2678.0896 6717245.1596,-2678.0896 6717295.1596)))",1630,-2678.089599999999791,6717295.159599999897182,-2628.089599999999791,6717245.159599999897182,
"MULTIPOLYGON (((-2678.0896 6717245.1596,-2628.0896 6717245.1596,-2628.0896 6717195.1596,-2678.0896 6717195.1596,-2678.0896 6717245.1596)))",1631,-2678.089599999999791,6717245.159599999897182,-2628.089599999999791,6717195.159599999897182,
"MULTIPOLYGON (((-2678.0896 6717195.1596,-2628.0896 6717195.1596,-2628.0896 6717145.1596,-2678.0896 6717145.1596,-2678.0896 6717195.1596)))",1632,-2678.089599999999791,6717195.159599999897182,-2628.089599999999791,6717145.159599999897182,
"MULTIPOLYGON (((-2628.0896 6719545.1596,-2578.0896 6719545.1596,-2578.0896 6719495.1596,-2628.0896 6719495.1596,-2628.0896 6719545.1596)))",1633,-2628.089599999999791,6719545.159599999897182,-2578.089599999999791,6719495.159599999897182,
"MULTIPOLYGON (((-2628.0896 6719495.1596,-2578.0896 6719495.1596,-2578.0896 6719445.1596,-2628.0896 6719445.1596,-2628.0896 6719495.1596)))",1634,-2628.089599999999791,6719495.159599999897182,-2578.089599999999791,6719445.159599999897182,
"MULTIPOLYGON (((-2628.0896 6719445.1596,-2578.0896 6719445.1596,-2578.0896 6719395.1596,-2628.0896 6719395.1596,-2628.0896 6719445.1596)))",1635,-2628.089599999999791,6719445.159599999897182,-2578.089599999999791,6719395.159599999897182,
"MULTIPOLYGON (((-2628.0896 6719395.1596,-2578.0896 6719395.1596,-2578.0896 6719345.1596,-2628.0896 6719345.1596,-2628.0896 6719395.1596)))",1636,-2628.089599999999791,6719395.159599999897182,-2578.089599999999791,6719345.159599999897182,
"MULTIPOLYGON (((-2628.0896 6719345.1596,-2578.0896 6719345.1596,-2578.0896 6719295.1596,-2628.0896 6719295.1596,-2628.0896 6719345.1596)))",1637,-2628.089599999999791,6719345.159599999897182,-2578.089599999999791,6719295.159599999897182,
"MULTIPOLYGON (((-2628.0896 6719295.1596,-2578.0896 6719295.1596,-2578.0896 6719245.1596,-2628.0896 6719245.1596,-2628.0896 6719295.1596)))",1638,-2628.089599999999791,6719295.159599999897182,-2578.089599999999791,6719245.159599999897182,
"MULTIPOLYGON (((-2628.0896 6719245.1596,-2578.0896 6719245.1596,-2578.0896 6719195.1596,-2628.0896 6719195.1596,-2628.0896 6719245.1596)))",1639,-2628.089599999999791,6719245.159599999897182,-2578.089599999999791,6719195.159599999897182,
"MULTIPOLYGON (((-2628.0896 6719195.1596,-2578.0896 6719195.1596,-2578.0896 6719145.1596,-2628.0896 6719145.1596,-2628.0896 6719195.1596)))",1640,-2628.089599999999791,6719195.159599999897182,-2578.089599999999791,6719145.159599998965859,
"MULTIPOLYGON (((-2628.0896 6719145.1596,-2578.0896 6719145.1596,-2578.0896 6719095.1596,-2628.0896 6719095.1596,-2628.0896 6719145.1596)))",1641,-2628.089599999999791,6719145.159599998965859,-2578.089599999999791,6719095.159599999897182,
"MULTIPOLYGON (((-2628.0896 6719095.1596,-2578.0896 6719095.1596,-2578.0896 6719045.1596,-2628.0896 6719045.1596,-2628.0896 6719095.1596)))",1642,-2628.089599999999791,6719095.159599999897182,-2578.089599999999791,6719045.159599999897182,
"MULTIPOLYGON (((-2628.0896 6719045.1596,-2578.0896 6719045.1596,-2578.0896 6718995.1596,-2628.0896 6718995.1596,-2628.0896 6719045.1596)))",1643,-2628.089599999999791,6719045.159599999897182,-2578.089599999999791,6718995.159600000828505,
"MULTIPOLYGON (((-2628.0896 6718995.1596,-2578.0896 6718995.1596,-2578.0896 6718945.1596,-2628.0896 6718945.1596,-2628.0896 6718995.1596)))",1644,-2628.089599999999791,6718995.159600000828505,-2578.089599999999791,6718945.159599999897182,
